#ReleaseY	RecaptureY	Yearclass	Nscan	R	r	Type
1980	1986	1974	194	1837	0	1
1980	1986	1975	208	1809	0	1
1980	1986	1976	126	1712	0	1
1980	1986	1977	51	300	0	1
1980	1986	1978	221	215	0	1
1980	1987	1974	205	1837	0	1
1980	1987	1975	197	1809	0	1
1980	1987	1976	240	1712	0	1
1980	1987	1977	278	300	0	1
1980	1987	1978	319	215	0	1
1980	1988	1975	70	1809	0	1
1980	1988	1976	156	1712	0	1
1980	1988	1977	136	300	0	1
1980	1988	1978	286	215	0	1
1980	1989	1976	121	1712	1	1
1980	1989	1977	81	300	0	1
1980	1989	1978	94	215	0	1
1980	1990	1977	11	300	0	1
1980	1990	1978	163	215	0	1
1980	1991	1978	172	215	0	1
1981	1986	1974	194	1234	0	1
1981	1986	1975	208	1241	0	1
1981	1986	1976	126	1227	0	1
1981	1986	1977	51	197	0	1
1981	1986	1978	221	1508	0	1
1981	1986	1979	611	493	0	1
1981	1987	1974	205	1234	0	1
1981	1987	1975	197	1241	0	1
1981	1987	1976	240	1227	0	1
1981	1987	1977	278	197	0	1
1981	1987	1978	319	1508	0	1
1981	1987	1979	802	493	1	1
1981	1988	1975	70	1241	0	1
1981	1988	1976	156	1227	0	1
1981	1988	1977	136	197	0	1
1981	1988	1978	286	1508	0	1
1981	1988	1979	485	493	0	1
1981	1989	1976	121	1227	0	1
1981	1989	1977	81	197	0	1
1981	1989	1978	94	1508	0	1
1981	1989	1979	241	493	0	1
1981	1990	1977	11	197	0	1
1981	1990	1978	163	1508	0	1
1981	1990	1979	85	493	0	1
1981	1991	1978	172	1508	0	1
1981	1991	1979	266	493	0	1
1981	1992	1979	220	493	0	1
1982	1986	1974	194	870	0	1
1982	1986	1975	208	1168	0	1
1982	1986	1976	126	1175	0	1
1982	1986	1977	51	162	1	1
1982	1986	1978	221	1518	0	1
1982	1986	1979	611	2275	0	1
1982	1986	1980	1112	842	1	1
1982	1987	1974	205	870	0	1
1982	1987	1975	197	1168	0	1
1982	1987	1976	240	1175	0	1
1982	1987	1977	278	162	0	1
1982	1987	1978	319	1518	0	1
1982	1987	1979	802	2275	0	1
1982	1987	1980	1734	842	0	1
1982	1988	1975	70	1168	0	1
1982	1988	1976	156	1175	0	1
1982	1988	1977	136	162	0	1
1982	1988	1978	286	1518	0	1
1982	1988	1979	485	2275	1	1
1982	1988	1980	1173	842	0	1
1982	1989	1976	121	1175	0	1
1982	1989	1977	81	162	0	1
1982	1989	1978	94	1518	0	1
1982	1989	1979	241	2275	1	1
1982	1989	1980	704	842	1	1
1982	1990	1977	11	162	0	1
1982	1990	1978	163	1518	0	1
1982	1990	1979	85	2275	0	1
1982	1990	1980	585	842	0	1
1982	1991	1978	172	1518	0	1
1982	1991	1979	266	2275	0	1
1982	1991	1980	556	842	0	1
1982	1992	1979	220	2275	0	1
1982	1992	1980	468	842	0	1
1982	1993	1980	359	842	0	1
1983	1986	1974	194	850	0	1
1983	1986	1975	208	978	0	1
1983	1986	1976	126	1093	0	1
1983	1986	1977	51	268	0	1
1983	1986	1978	221	1041	0	1
1983	1986	1979	611	1964	0	1
1983	1986	1980	1112	3136	0	1
1983	1986	1981	2628	1657	1	1
1983	1987	1974	205	850	0	1
1983	1987	1975	197	978	0	1
1983	1987	1976	240	1093	0	1
1983	1987	1977	278	268	0	1
1983	1987	1978	319	1041	0	1
1983	1987	1979	802	1964	0	1
1983	1987	1980	1734	3136	0	1
1983	1987	1981	3071	1657	1	1
1983	1988	1975	70	978	0	1
1983	1988	1976	156	1093	0	1
1983	1988	1977	136	268	0	1
1983	1988	1978	286	1041	0	1
1983	1988	1979	485	1964	0	1
1983	1988	1980	1173	3136	1	1
1983	1988	1981	2140	1657	0	1
1983	1989	1976	121	1093	0	1
1983	1989	1977	81	268	0	1
1983	1989	1978	94	1041	1	1
1983	1989	1979	241	1964	0	1
1983	1989	1980	704	3136	1	1
1983	1989	1981	1088	1657	1	1
1983	1990	1977	11	268	0	1
1983	1990	1978	163	1041	0	1
1983	1990	1979	85	1964	0	1
1983	1990	1980	585	3136	0	1
1983	1990	1981	1279	1657	0	1
1983	1991	1978	172	1041	0	1
1983	1991	1979	266	1964	0	1
1983	1991	1980	556	3136	0	1
1983	1991	1981	937	1657	1	1
1983	1992	1979	220	1964	0	1
1983	1992	1980	468	3136	0	1
1983	1992	1981	623	1657	0	1
1983	1993	1980	359	3136	0	1
1983	1993	1981	474	1657	0	1
1983	1994	1981	78	1657	0	1
1984	1986	1974	194	708	0	1
1984	1986	1975	208	599	0	1
1984	1986	1976	126	1034	0	1
1984	1986	1977	51	149	0	1
1984	1986	1978	221	936	1	1
1984	1986	1979	611	2181	1	1
1984	1986	1980	1112	2790	0	1
1984	1986	1981	2628	3291	0	1
1984	1986	1982	211	105	0	1
1984	1987	1974	205	708	0	1
1984	1987	1975	197	599	0	1
1984	1987	1976	240	1034	0	1
1984	1987	1977	278	149	0	1
1984	1987	1978	319	936	0	1
1984	1987	1979	802	2181	0	1
1984	1987	1980	1734	2790	0	1
1984	1987	1981	3071	3291	1	1
1984	1987	1982	632	105	0	1
1984	1988	1975	70	599	0	1
1984	1988	1976	156	1034	0	1
1984	1988	1977	136	149	0	1
1984	1988	1978	286	936	0	1
1984	1988	1979	485	2181	0	1
1984	1988	1980	1173	2790	0	1
1984	1988	1981	2140	3291	1	1
1984	1988	1982	558	105	0	1
1984	1989	1976	121	1034	1	1
1984	1989	1977	81	149	0	1
1984	1989	1978	94	936	0	1
1984	1989	1979	241	2181	0	1
1984	1989	1980	704	2790	0	1
1984	1989	1981	1088	3291	1	1
1984	1989	1982	499	105	0	1
1984	1990	1977	11	149	0	1
1984	1990	1978	163	936	1	1
1984	1990	1979	85	2181	0	1
1984	1990	1980	585	2790	0	1
1984	1990	1981	1279	3291	0	1
1984	1990	1982	632	105	0	1
1984	1991	1978	172	936	0	1
1984	1991	1979	266	2181	0	1
1984	1991	1980	556	2790	0	1
1984	1991	1981	937	3291	0	1
1984	1991	1982	580	105	0	1
1984	1992	1979	220	2181	0	1
1984	1992	1980	468	2790	1	1
1984	1992	1981	623	3291	0	1
1984	1992	1982	383	105	0	1
1984	1993	1980	359	2790	0	1
1984	1993	1981	474	3291	0	1
1984	1993	1982	490	105	0	1
1984	1994	1981	78	3291	0	1
1984	1994	1982	934	105	0	1
1984	1995	1982	46	105	0	1
1985	1986	1974	194	408	0	1
1985	1986	1975	208	464	0	1
1985	1986	1976	126	875	1	1
1985	1986	1977	51	419	0	1
1985	1986	1978	221	1438	0	1
1985	1986	1979	611	4004	0	1
1985	1986	1980	1112	5070	0	1
1985	1986	1981	2628	8963	0	1
1985	1986	1982	211	2117	4	1
1985	1986	1983	145	418	2	1
1985	1987	1974	205	408	0	1
1985	1987	1975	197	464	0	1
1985	1987	1976	240	875	0	1
1985	1987	1977	278	419	0	1
1985	1987	1978	319	1438	0	1
1985	1987	1979	802	4004	0	1
1985	1987	1980	1734	5070	1	1
1985	1987	1981	3071	8963	1	1
1985	1987	1982	632	2117	1	1
1985	1987	1983	489	418	0	1
1985	1988	1975	70	464	0	1
1985	1988	1976	156	875	0	1
1985	1988	1977	136	419	0	1
1985	1988	1978	286	1438	0	1
1985	1988	1979	485	4004	0	1
1985	1988	1980	1173	5070	0	1
1985	1988	1981	2140	8963	4	1
1985	1988	1982	558	2117	0	1
1985	1988	1983	512	418	0	1
1985	1989	1976	121	875	0	1
1985	1989	1977	81	419	0	1
1985	1989	1978	94	1438	0	1
1985	1989	1979	241	4004	1	1
1985	1989	1980	704	5070	1	1
1985	1989	1981	1088	8963	1	1
1985	1989	1982	499	2117	0	1
1985	1989	1983	297	418	0	1
1985	1990	1977	11	419	0	1
1985	1990	1978	163	1438	0	1
1985	1990	1979	85	4004	0	1
1985	1990	1980	585	5070	0	1
1985	1990	1981	1279	8963	2	1
1985	1990	1982	632	2117	1	1
1985	1990	1983	347	418	0	1
1985	1991	1978	172	1438	0	1
1985	1991	1979	266	4004	0	1
1985	1991	1980	556	5070	0	1
1985	1991	1981	937	8963	0	1
1985	1991	1982	580	2117	0	1
1985	1991	1983	532	418	0	1
1985	1992	1979	220	4004	0	1
1985	1992	1980	468	5070	0	1
1985	1992	1981	623	8963	0	1
1985	1992	1982	383	2117	1	1
1985	1992	1983	622	418	0	1
1985	1993	1980	359	5070	0	1
1985	1993	1981	474	8963	0	1
1985	1993	1982	490	2117	1	1
1985	1993	1983	662	418	0	1
1985	1994	1981	78	8963	0	1
1985	1994	1982	934	2117	0	1
1985	1994	1983	314	418	0	1
1985	1995	1982	46	2117	0	1
1985	1995	1983	130	418	0	1
1985	1996	1983	19	418	0	1
1986	1987	1974	205	683	0	1
1986	1987	1975	197	327	0	1
1986	1987	1976	240	566	0	1
1986	1987	1977	278	491	0	1
1986	1987	1978	319	853	0	1
1986	1987	1979	802	1836	1	1
1986	1987	1980	1734	3090	1	1
1986	1987	1981	3071	7251	1	1
1986	1987	1982	632	718	0	1
1986	1987	1983	489	419	0	1
1986	1987	1984	5308	749	2	1
1986	1988	1975	70	327	0	1
1986	1988	1976	156	566	0	1
1986	1988	1977	136	491	0	1
1986	1988	1978	286	853	0	1
1986	1988	1979	485	1836	1	1
1986	1988	1980	1173	3090	0	1
1986	1988	1981	2140	7251	1	1
1986	1988	1982	558	718	3	1
1986	1988	1983	512	419	0	1
1986	1988	1984	5567	749	0	1
1986	1989	1976	121	566	0	1
1986	1989	1977	81	491	0	1
1986	1989	1978	94	853	0	1
1986	1989	1979	241	1836	0	1
1986	1989	1980	704	3090	0	1
1986	1989	1981	1088	7251	0	1
1986	1989	1982	499	718	1	1
1986	1989	1983	297	419	0	1
1986	1989	1984	4033	749	0	1
1986	1990	1977	11	491	0	1
1986	1990	1978	163	853	1	1
1986	1990	1979	85	1836	0	1
1986	1990	1980	585	3090	1	1
1986	1990	1981	1279	7251	3	1
1986	1990	1982	632	718	0	1
1986	1990	1983	347	419	0	1
1986	1990	1984	4837	749	0	1
1986	1991	1978	172	853	0	1
1986	1991	1979	266	1836	0	1
1986	1991	1980	556	3090	0	1
1986	1991	1981	937	7251	0	1
1986	1991	1982	580	718	2	1
1986	1991	1983	532	419	0	1
1986	1991	1984	2478	749	0	1
1986	1992	1979	220	1836	0	1
1986	1992	1980	468	3090	0	1
1986	1992	1981	623	7251	1	1
1986	1992	1982	383	718	0	1
1986	1992	1983	622	419	0	1
1986	1992	1984	1722	749	1	1
1986	1993	1980	359	3090	0	1
1986	1993	1981	474	7251	0	1
1986	1993	1982	490	718	0	1
1986	1993	1983	662	419	0	1
1986	1993	1984	3010	749	0	1
1986	1994	1981	78	7251	0	1
1986	1994	1982	934	718	0	1
1986	1994	1983	314	419	1	1
1986	1994	1984	1356	749	0	1
1986	1995	1982	46	718	0	1
1986	1995	1983	130	419	0	1
1986	1995	1984	518	749	0	1
1986	1996	1983	19	419	0	1
1986	1996	1984	634	749	0	1
1986	1997	1984	196	749	0	1
1988	1989	1976	121	221	0	1
1988	1989	1977	81	240	0	1
1988	1989	1978	94	414	0	1
1988	1989	1979	241	1200	0	1
1988	1989	1980	704	1473	2	1
1988	1989	1981	1088	3508	2	1
1988	1989	1982	499	1046	1	1
1988	1989	1983	297	391	0	1
1988	1989	1984	4033	5903	3	1
1988	1989	1985	1499	4306	2	1
1988	1989	1986	1734	1366	0	1
1988	1990	1977	11	240	0	1
1988	1990	1978	163	414	0	1
1988	1990	1979	85	1200	0	1
1988	1990	1980	585	1473	0	1
1988	1990	1981	1279	3508	0	1
1988	1990	1982	632	1046	2	1
1988	1990	1983	347	391	0	1
1988	1990	1984	4837	5903	5	1
1988	1990	1985	2300	4306	1	1
1988	1990	1986	3163	1366	1	1
1988	1991	1978	172	414	0	1
1988	1991	1979	266	1200	0	1
1988	1991	1980	556	1473	0	1
1988	1991	1981	937	3508	1	1
1988	1991	1982	580	1046	0	1
1988	1991	1983	532	391	1	1
1988	1991	1984	2478	5903	1	1
1988	1991	1985	1514	4306	2	1
1988	1991	1986	2418	1366	1	1
1988	1992	1979	220	1200	0	1
1988	1992	1980	468	1473	0	1
1988	1992	1981	623	3508	2	1
1988	1992	1982	383	1046	1	1
1988	1992	1983	622	391	0	1
1988	1992	1984	1722	5903	0	1
1988	1992	1985	1750	4306	0	1
1988	1992	1986	2581	1366	0	1
1988	1993	1980	359	1473	0	1
1988	1993	1981	474	3508	1	1
1988	1993	1982	490	1046	0	1
1988	1993	1983	662	391	0	1
1988	1993	1984	3010	5903	0	1
1988	1993	1985	2271	4306	2	1
1988	1993	1986	3880	1366	0	1
1988	1994	1981	78	3508	2	1
1988	1994	1982	934	1046	0	1
1988	1994	1983	314	391	0	1
1988	1994	1984	1356	5903	1	1
1988	1994	1985	1945	4306	3	1
1988	1994	1986	3197	1366	1	1
1988	1995	1982	46	1046	0	1
1988	1995	1983	130	391	1	1
1988	1995	1984	518	5903	0	1
1988	1995	1985	333	4306	1	1
1988	1995	1986	714	1366	1	1
1988	1996	1983	19	391	0	1
1988	1996	1984	634	5903	0	1
1988	1996	1985	267	4306	0	1
1988	1996	1986	770	1366	0	1
1988	1997	1984	196	5903	0	1
1988	1997	1985	711	4306	0	1
1988	1997	1986	453	1366	0	1
1988	1998	1985	356	4306	0	1
1988	1998	1986	895	1366	1	1
1988	1999	1985	120	4306	0	1
1988	1999	1986	363	1366	1	1
1988	2000	1986	34	1366	0	1
1989	1990	1977	11	734	0	1
1989	1990	1978	163	158	1	1
1989	1990	1979	85	556	0	1
1989	1990	1980	585	1380	0	1
1989	1990	1981	1279	1791	0	1
1989	1990	1982	632	745	0	1
1989	1990	1983	347	186	0	1
1989	1990	1984	4837	3709	0	1
1989	1990	1985	2300	3368	2	1
1989	1990	1986	3163	4643	6	1
1989	1990	1987	7950	3519	5	1
1989	1991	1978	172	158	0	1
1989	1991	1979	266	556	0	1
1989	1991	1980	556	1380	0	1
1989	1991	1981	937	1791	0	1
1989	1991	1982	580	745	0	1
1989	1991	1983	532	186	0	1
1989	1991	1984	2478	3709	1	1
1989	1991	1985	1514	3368	1	1
1989	1991	1986	2418	4643	5	1
1989	1991	1987	4947	3519	1	1
1989	1992	1979	220	556	0	1
1989	1992	1980	468	1380	0	1
1989	1992	1981	623	1791	0	1
1989	1992	1982	383	745	0	1
1989	1992	1983	622	186	1	1
1989	1992	1984	1722	3709	0	1
1989	1992	1985	1750	3368	0	1
1989	1992	1986	2581	4643	0	1
1989	1992	1987	4712	3519	1	1
1989	1993	1980	359	1380	0	1
1989	1993	1981	474	1791	0	1
1989	1993	1982	490	745	1	1
1989	1993	1983	662	186	0	1
1989	1993	1984	3010	3709	2	1
1989	1993	1985	2271	3368	1	1
1989	1993	1986	3880	4643	1	1
1989	1993	1987	5504	3519	0	1
1989	1994	1981	78	1791	0	1
1989	1994	1982	934	745	0	1
1989	1994	1983	314	186	0	1
1989	1994	1984	1356	3709	0	1
1989	1994	1985	1945	3368	0	1
1989	1994	1986	3197	4643	1	1
1989	1994	1987	4894	3519	1	1
1989	1995	1982	46	745	0	1
1989	1995	1983	130	186	0	1
1989	1995	1984	518	3709	0	1
1989	1995	1985	333	3368	1	1
1989	1995	1986	714	4643	0	1
1989	1995	1987	1656	3519	1	1
1989	1996	1983	19	186	0	1
1989	1996	1984	634	3709	0	1
1989	1996	1985	267	3368	0	1
1989	1996	1986	770	4643	0	1
1989	1996	1987	1142	3519	2	1
1989	1997	1984	196	3709	0	1
1989	1997	1985	711	3368	0	1
1989	1997	1986	453	4643	1	1
1989	1997	1987	843	3519	0	1
1989	1998	1985	356	3368	1	1
1989	1998	1986	895	4643	0	1
1989	1998	1987	836	3519	2	1
1989	1999	1985	120	3368	0	1
1989	1999	1986	363	4643	0	1
1989	1999	1987	583	3519	0	1
1989	2000	1986	34	4643	0	1
1989	2000	1987	65	3519	1	1
1989	2001	1987	104	3519	0	1
1990	1991	1978	172	66	0	1
1990	1991	1979	266	341	0	1
1990	1991	1980	556	371	0	1
1990	1991	1981	937	709	0	1
1990	1991	1982	580	470	0	1
1990	1991	1983	532	144	0	1
1990	1991	1984	2478	1151	1	1
1990	1991	1985	1514	723	0	1
1990	1991	1986	2418	2024	1	1
1990	1991	1987	4947	10073	6	1
1990	1991	1988	2876	3672	2	1
1990	1992	1979	220	341	0	1
1990	1992	1980	468	371	0	1
1990	1992	1981	623	709	0	1
1990	1992	1982	383	470	0	1
1990	1992	1983	622	144	0	1
1990	1992	1984	1722	1151	0	1
1990	1992	1985	1750	723	0	1
1990	1992	1986	2581	2024	1	1
1990	1992	1987	4712	10073	3	1
1990	1992	1988	3877	3672	2	1
1990	1993	1980	359	371	0	1
1990	1993	1981	474	709	1	1
1990	1993	1982	490	470	0	1
1990	1993	1983	662	144	0	1
1990	1993	1984	3010	1151	1	1
1990	1993	1985	2271	723	2	1
1990	1993	1986	3880	2024	0	1
1990	1993	1987	5504	10073	4	1
1990	1993	1988	5386	3672	6	1
1990	1994	1981	78	709	0	1
1990	1994	1982	934	470	0	1
1990	1994	1983	314	144	1	1
1990	1994	1984	1356	1151	0	1
1990	1994	1985	1945	723	2	1
1990	1994	1986	3197	2024	2	1
1990	1994	1987	4894	10073	2	1
1990	1994	1988	4820	3672	4	1
1990	1995	1982	46	470	0	1
1990	1995	1983	130	144	0	1
1990	1995	1984	518	1151	0	1
1990	1995	1985	333	723	0	1
1990	1995	1986	714	2024	0	1
1990	1995	1987	1656	10073	2	1
1990	1995	1988	2056	3672	0	1
1990	1996	1983	19	144	0	1
1990	1996	1984	634	1151	0	1
1990	1996	1985	267	723	0	1
1990	1996	1986	770	2024	0	1
1990	1996	1987	1142	10073	1	1
1990	1996	1988	1668	3672	1	1
1990	1997	1984	196	1151	0	1
1990	1997	1985	711	723	1	1
1990	1997	1986	453	2024	1	1
1990	1997	1987	843	10073	0	1
1990	1997	1988	1475	3672	1	1
1990	1998	1985	356	723	1	1
1990	1998	1986	895	2024	0	1
1990	1998	1987	836	10073	1	1
1990	1998	1988	822	3672	1	1
1990	1999	1985	120	723	0	1
1990	1999	1986	363	2024	0	1
1990	1999	1987	583	10073	1	1
1990	1999	1988	668	3672	1	1
1990	2000	1986	34	2024	0	1
1990	2000	1987	65	10073	0	1
1990	2000	1988	940	3672	1	1
1990	2001	1987	104	10073	0	1
1990	2001	1988	209	3672	0	1
1990	2002	1988	152	3672	0	1
1991	1992	1979	220	452	0	1
1991	1992	1980	468	1044	2	1
1991	1992	1981	623	1477	0	1
1991	1992	1982	383	617	0	1
1991	1992	1983	622	383	0	1
1991	1992	1984	1722	1661	1	1
1991	1992	1985	1750	1404	0	1
1991	1992	1986	2581	1680	2	1
1991	1992	1987	4712	5493	3	1
1991	1992	1988	3877	4199	2	1
1991	1992	1989	4421	2972	1	1
1991	1993	1980	359	1044	0	1
1991	1993	1981	474	1477	0	1
1991	1993	1982	490	617	0	1
1991	1993	1983	662	383	1	1
1991	1993	1984	3010	1661	0	1
1991	1993	1985	2271	1404	2	1
1991	1993	1986	3880	1680	3	1
1991	1993	1987	5504	5493	4	1
1991	1993	1988	5386	4199	5	1
1991	1993	1989	8471	2972	9	1
1991	1994	1981	78	1477	0	1
1991	1994	1982	934	617	0	1
1991	1994	1983	314	383	2	1
1991	1994	1984	1356	1661	1	1
1991	1994	1985	1945	1404	0	1
1991	1994	1986	3197	1680	3	1
1991	1994	1987	4894	5493	2	1
1991	1994	1988	4820	4199	5	1
1991	1994	1989	7667	2972	4	1
1991	1995	1982	46	617	0	1
1991	1995	1983	130	383	0	1
1991	1995	1984	518	1661	0	1
1991	1995	1985	333	1404	0	1
1991	1995	1986	714	1680	1	1
1991	1995	1987	1656	5493	0	1
1991	1995	1988	2056	4199	0	1
1991	1995	1989	3767	2972	1	1
1991	1996	1983	19	383	0	1
1991	1996	1984	634	1661	1	1
1991	1996	1985	267	1404	0	1
1991	1996	1986	770	1680	0	1
1991	1996	1987	1142	5493	1	1
1991	1996	1988	1668	4199	0	1
1991	1996	1989	2454	2972	1	1
1991	1997	1984	196	1661	0	1
1991	1997	1985	711	1404	1	1
1991	1997	1986	453	1680	0	1
1991	1997	1987	843	5493	1	1
1991	1997	1988	1475	4199	1	1
1991	1997	1989	2572	2972	0	1
1991	1998	1985	356	1404	0	1
1991	1998	1986	895	1680	1	1
1991	1998	1987	836	5493	0	1
1991	1998	1988	822	4199	0	1
1991	1998	1989	2358	2972	0	1
1991	1999	1985	120	1404	0	1
1991	1999	1986	363	1680	0	1
1991	1999	1987	583	5493	0	1
1991	1999	1988	668	4199	0	1
1991	1999	1989	812	2972	1	1
1991	2000	1986	34	1680	0	1
1991	2000	1987	65	5493	0	1
1991	2000	1988	940	4199	0	1
1991	2000	1989	1267	2972	2	1
1991	2001	1987	104	5493	0	1
1991	2001	1988	209	4199	0	1
1991	2001	1989	874	2972	1	1
1991	2002	1988	152	4199	0	1
1991	2002	1989	181	2972	0	1
1991	2003	1989	807	2972	0	1
1992	1993	1980	359	749	0	1
1992	1993	1981	474	1119	1	1
1992	1993	1982	490	464	1	1
1992	1993	1983	662	668	1	1
1992	1993	1984	3010	2039	2	1
1992	1993	1985	2271	1468	1	1
1992	1993	1986	3880	1646	2	1
1992	1993	1987	5504	3043	3	1
1992	1993	1988	5386	1767	3	1
1992	1993	1989	8471	2380	2	1
1992	1993	1990	6682	457	1	1
1992	1994	1981	78	1119	0	1
1992	1994	1982	934	464	0	1
1992	1994	1983	314	668	0	1
1992	1994	1984	1356	2039	1	1
1992	1994	1985	1945	1468	4	1
1992	1994	1986	3197	1646	1	1
1992	1994	1987	4894	3043	2	1
1992	1994	1988	4820	1767	1	1
1992	1994	1989	7667	2380	6	1
1992	1994	1990	6647	457	2	1
1992	1995	1982	46	464	0	1
1992	1995	1983	130	668	1	1
1992	1995	1984	518	2039	0	1
1992	1995	1985	333	1468	1	1
1992	1995	1986	714	1646	0	1
1992	1995	1987	1656	3043	0	1
1992	1995	1988	2056	1767	2	1
1992	1995	1989	3767	2380	1	1
1992	1995	1990	3910	457	0	1
1992	1996	1983	19	668	0	1
1992	1996	1984	634	2039	1	1
1992	1996	1985	267	1468	0	1
1992	1996	1986	770	1646	0	1
1992	1996	1987	1142	3043	1	1
1992	1996	1988	1668	1767	0	1
1992	1996	1989	2454	2380	0	1
1992	1996	1990	2391	457	2	1
1992	1997	1984	196	2039	1	1
1992	1997	1985	711	1468	3	1
1992	1997	1986	453	1646	0	1
1992	1997	1987	843	3043	1	1
1992	1997	1988	1475	1767	1	1
1992	1997	1989	2572	2380	0	1
1992	1997	1990	3176	457	0	1
1992	1998	1985	356	1468	0	1
1992	1998	1986	895	1646	0	1
1992	1998	1987	836	3043	2	1
1992	1998	1988	822	1767	0	1
1992	1998	1989	2358	2380	0	1
1992	1998	1990	3095	457	0	1
1992	1999	1985	120	1468	1	1
1992	1999	1986	363	1646	0	1
1992	1999	1987	583	3043	0	1
1992	1999	1988	668	1767	0	1
1992	1999	1989	812	2380	0	1
1992	1999	1990	1854	457	0	1
1992	2000	1986	34	1646	0	1
1992	2000	1987	65	3043	0	1
1992	2000	1988	940	1767	0	1
1992	2000	1989	1267	2380	0	1
1992	2000	1990	771	457	1	1
1992	2001	1987	104	3043	0	1
1992	2001	1988	209	1767	0	1
1992	2001	1989	874	2380	0	1
1992	2001	1990	719	457	0	1
1992	2002	1988	152	1767	1	1
1992	2002	1989	181	2380	0	1
1992	2002	1990	879	457	0	1
1992	2003	1989	807	2380	0	1
1992	2003	1990	875	457	0	1
1992	2004	1990	340	457	0	1
1993	1994	1981	78	510	2	1
1993	1994	1982	934	429	2	1
1993	1994	1983	314	213	0	1
1993	1994	1984	1356	1571	0	1
1993	1994	1985	1945	1384	2	1
1993	1994	1986	3197	1934	3	1
1993	1994	1987	4894	3640	9	1
1993	1994	1988	4820	3185	6	1
1993	1994	1989	7667	4284	3	1
1993	1994	1990	6647	2733	2	1
1993	1994	1991	8616	2396	3	1
1993	1995	1982	46	429	0	1
1993	1995	1983	130	213	0	1
1993	1995	1984	518	1571	2	1
1993	1995	1985	333	1384	3	1
1993	1995	1986	714	1934	2	1
1993	1995	1987	1656	3640	2	1
1993	1995	1988	2056	3185	2	1
1993	1995	1989	3767	4284	5	1
1993	1995	1990	3910	2733	2	1
1993	1995	1991	5988	2396	2	1
1993	1996	1983	19	213	0	1
1993	1996	1984	634	1571	1	1
1993	1996	1985	267	1384	0	1
1993	1996	1986	770	1934	1	1
1993	1996	1987	1142	3640	2	1
1993	1996	1988	1668	3185	1	1
1993	1996	1989	2454	4284	2	1
1993	1996	1990	2391	2733	0	1
1993	1996	1991	5200	2396	1	1
1993	1997	1984	196	1571	0	1
1993	1997	1985	711	1384	0	1
1993	1997	1986	453	1934	0	1
1993	1997	1987	843	3640	0	1
1993	1997	1988	1475	3185	3	1
1993	1997	1989	2572	4284	2	1
1993	1997	1990	3176	2733	2	1
1993	1997	1991	5654	2396	4	1
1993	1998	1985	356	1384	0	1
1993	1998	1986	895	1934	2	1
1993	1998	1987	836	3640	0	1
1993	1998	1988	822	3185	3	1
1993	1998	1989	2358	4284	3	1
1993	1998	1990	3095	2733	2	1
1993	1998	1991	3971	2396	3	1
1993	1999	1985	120	1384	0	1
1993	1999	1986	363	1934	1	1
1993	1999	1987	583	3640	0	1
1993	1999	1988	668	3185	0	1
1993	1999	1989	812	4284	0	1
1993	1999	1990	1854	2733	1	1
1993	1999	1991	3240	2396	1	1
1993	2000	1986	34	1934	0	1
1993	2000	1987	65	3640	0	1
1993	2000	1988	940	3185	0	1
1993	2000	1989	1267	4284	0	1
1993	2000	1990	771	2733	1	1
1993	2000	1991	1744	2396	0	1
1993	2001	1987	104	3640	0	1
1993	2001	1988	209	3185	0	1
1993	2001	1989	874	4284	1	1
1993	2001	1990	719	2733	1	1
1993	2001	1991	1466	2396	1	1
1993	2002	1988	152	3185	0	1
1993	2002	1989	181	4284	1	1
1993	2002	1990	879	2733	1	1
1993	2002	1991	1230	2396	0	1
1993	2003	1989	807	4284	0	1
1993	2003	1990	875	2733	0	1
1993	2003	1991	1084	2396	0	1
1993	2004	1990	340	2733	0	1
1993	2004	1991	403	2396	0	1
1993	2005	1991	49	2396	0	1
1994	1995	1982	46	385	0	1
1994	1995	1983	130	216	1	1
1994	1995	1984	518	613	2	1
1994	1995	1985	333	1340	1	1
1994	1995	1986	714	1864	0	1
1994	1995	1987	1656	4518	0	1
1994	1995	1988	2056	2612	3	1
1994	1995	1989	3767	5568	7	1
1994	1995	1990	3910	3257	4	1
1994	1995	1991	5988	4754	5	1
1994	1995	1992	6921	1807	3	1
1994	1996	1983	19	216	1	1
1994	1996	1984	634	613	3	1
1994	1996	1985	267	1340	2	1
1994	1996	1986	770	1864	1	1
1994	1996	1987	1142	4518	4	1
1994	1996	1988	1668	2612	2	1
1994	1996	1989	2454	5568	4	1
1994	1996	1990	2391	3257	5	1
1994	1996	1991	5200	4754	6	1
1994	1996	1992	8371	1807	2	1
1994	1997	1984	196	613	1	1
1994	1997	1985	711	1340	3	1
1994	1997	1986	453	1864	1	1
1994	1997	1987	843	4518	1	1
1994	1997	1988	1475	2612	4	1
1994	1997	1989	2572	5568	2	1
1994	1997	1990	3176	3257	1	1
1994	1997	1991	5654	4754	3	1
1994	1997	1992	9301	1807	1	1
1994	1998	1985	356	1340	0	1
1994	1998	1986	895	1864	1	1
1994	1998	1987	836	4518	3	1
1994	1998	1988	822	2612	5	1
1994	1998	1989	2358	5568	3	1
1994	1998	1990	3095	3257	5	1
1994	1998	1991	3971	4754	6	1
1994	1998	1992	8050	1807	1	1
1994	1999	1985	120	1340	0	1
1994	1999	1986	363	1864	1	1
1994	1999	1987	583	4518	1	1
1994	1999	1988	668	2612	0	1
1994	1999	1989	812	5568	5	1
